RA,DEC,DIST,MAG,TYPE,NAME,SIZE
105.756135,-23.833291,847.4576,3.02,star B3Ia,"HIP 33977 ;HD  53138 ;HR  2653 ;BF  24Omi2CMa ;",0
182.53119,-22.619766,97.4659,3.02,star K2III,"HIP 59316 ;HD  105707 ;HR  4630 ;BF  2Eps Crv ;",0
75.492225,43.823308,653.5948,3.03,star F0Ia,"HIP 23416 ;HD  31964 ;HR  1605 ;BF  7Eps Aur ;",0
191.57019,-68.108119,104.712,3.04,star B2V,"HIP 62322 ;HD  110879 ;HR  4844 ;BF  Bet Mus ;",0
218.01954,38.308253,26.6099,3.04,star A7IIIvar,"HIP 71075 ;HD  127762 ;HR  5435 ;BF  27Gam Boo ;",0
292.680345,27.959681,133.1558,3.05,star K3II+...,"Albireo ;HIP 95947 ;HD  183912 ;HR  7417 ;BF  6Bet1Cyg ;",0
305.252805,-14.781367,100.2004,3.05,star A5:n,"HIP 100345 ;HD  193495 ;HR  7776 ;BF  9Bet Cap ;",0
100.98303,25.131124,259.0674,3.06,star A3mA6-A9,"HIP 32246 ;HD  48329 ;HR  2473 ;BF  27Eps Gem ;",0
155.582325,41.499516,70.6215,3.06,star M0III SB,"HIP 50801 ;HD  89758 ;HR  4069 ;BF  34Mu  UMa ;",0
288.138375,67.661541,29.8686,3.07,star G9III,"HIP 94376 ;HD  180711 ;HR  7310 ;BF  57Del Dra ;",0
274.406895,-36.761686,44.7427,3.1,star M2III,"HIP 89642 ;HD  167618 ;HR  6832 ;BF  Eta Sgr ;",0
133.84845,5.945563,51.2558,3.11,star G8III-IV,"HIP 43813 ;HD  76294 ;HR  3547 ;BF  16Zet Hya ;",0
162.406185,-16.193648,44.0723,3.11,star K0/K1III,"HIP 52943 ;HD  93813 ;HR  4232 ;BF  Nu  Hya ;",0
173.945445,-63.019841,128.7001,3.11,star B9II:,"HIP 56561 ;HD  100841 ;HR  4467 ;BF  Lam Cen ;",0
309.39174,-47.291502,30.1477,3.11,star K0III,"HIP 101772 ;HD  196171 ;HR  7869 ;GL  Gl 794.1 ;BF  Alp Ind ;",0
87.739935,-35.768309,26.7308,3.12,star K1.5III,"HIP 27628 ;HD  39425 ;HR  2040 ;BF  Bet Col ;",0
134.80242,48.041826,14.5096,3.12,star A7IV,"HIP 44127 ;HD  76644 ;HR  3569 ;GL  Gl 331A ;BF  9Iot UMa ;",0
254.65509,-55.990141,149.0313,3.12,star K5III,"HIP 83081 ;HD  152786 ;HR  6285 ;GL  Wo 9581 ;BF  Zet Ara ;",0
258.757965,24.839204,23.0362,3.12,star A3IVv SB,"HIP 84379 ;HD  156164 ;HR  6410 ;GL  NN 3995A ;BF  65Del Her ;",0
224.790375,-42.104194,117.5088,3.13,star B2IV,"HIP 73334 ;HD  132200 ;HR  5576 ;BF  Kap Cen ;",0
140.263875,34.392562,62.2665,3.14,star M0IIIvar,"HIP 45860 ;HD  80493 ;HR  3705 ;BF  40Alp Lyn ;",0
142.805565,-57.034377,73.2601,3.16,star K5III,"HIP 46701 ;HD  82668 ;HR  3803 ;",0
258.76182,36.809162,115.4734,3.16,star K3IIvar,"HIP 84380 ;HD  156283 ;HR  6418 ;BF  67Pi  Her ;",0
99.440295,-43.195934,113.8952,3.17,star B8III SB,"HIP 31685 ;HD  47670 ;HR  2451 ;BF  Nu  Pup ;",0
143.215725,51.6773,13.4789,3.17,star F6IV,"HIP 46853 ;HD  82328 ;HR  3775 ;GL  Gl 354A ;BF  25The UMa ;",0
257.19672,65.714683,100.7049,3.17,star B6III,"HIP 83895 ;HD  155763 ;HR  6396 ;BF  22Zet Dra ;",0
281.4141,-26.990778,73.3676,3.17,star B8.5III,"HIP 92041 ;HD  173300 ;HR  7039 ;BF  27Phi Sgr ;",0
76.6287,41.234474,74.6269,3.18,star B3V,"HIP 23767 ;HD  32630 ;HR  1641 ;BF  10Eta Aur ;",0
220.62738,-64.975138,16.57,3.18,star F1Vp,"HIP 71908 ;HD  128898 ;HR  5463 ;GL  Gl 560A ;BF  Alp Cir ;",0
72.460035,6.961276,8.0684,3.19,star F6V,"HIP 22449 ;HD  30652 ;HR  1543 ;GL  Gl 178 ;BF  1Pi 3Ori ;",0
76.36527,-22.371032,65.4022,3.19,star K4III,"HIP 23685 ;HD  32887 ;HR  1654 ;BF  2Eps Lep ;",0
254.417085,9.375033,28.0426,3.19,star K2IIIvar,"HIP 83000 ;HD  153210 ;HR  6299 ;BF  27Kap Oph ;",0
267.464475,-37.043304,38.5802,3.19,star K0/K1III,"HIP 87261 ;HD  161892 ;HR  6630 ;",0
318.234105,30.226916,43.8789,3.21,star G8II SB,"HIP 104732 ;HD  202109 ;HR  8115 ;BF  64Zet Cyg ;",0
354.8373,77.632276,14.1024,3.21,star K1IV,"HIP 116727 ;HD  222404 ;HR  8974 ;GL  Gl 903 ;BF  35Gam Cep ;",0
230.343015,-40.647518,271.0027,3.22,star B1.5IV,"HIP 75141 ;HD  136298 ;HR  5695 ;BF  Del Lup ;",0
244.58037,-4.692511,32.6371,3.23,star G8III,"HIP 79882 ;HD  146791 ;HR  6075 ;GL  NN 3949 ;BF  2Eps Oph ;",0
275.327505,-2.898825,18.5426,3.23,star K0III-IV,"HIP 89962 ;HD  168723 ;HR  6869 ;GL  Gl 711 ;BF  58Eta Ser ;",0
322.16493,70.560716,210.084,3.23,star B2IIIv SB,"HIP 106032 ;HD  205021 ;HR  8238 ;BF  8Bet Cep ;",0
102.04791,-61.941391,29.6033,3.24,star A7IV,"HIP 32607 ;HD  50241 ;HR  2550 ;GL  Gl 248 ;BF  Alp Pic ;",0
302.826195,-0.821461,87.7963,3.24,star B9.5III,"HIP 99473 ;HD  191692 ;HR  7710 ;BF  65The Aql ;",0
112.307685,-43.301432,59.3824,3.25,star K5III SB,"HIP 36377 ;HD  59717 ;HR  2878 ;BF  Sig Pup ;",0
211.592895,-26.682361,30.9598,3.25,star K2III,"HIP 68895 ;HD  123123 ;HR  5287 ;GL  Gl 538.1 ;BF  49Pi  Hya ;",0
226.017585,-25.281965,88.4173,3.25,star M3/M4III,"HIP 73714 ;HD  133216 ;HR  5603 ;BF  20Sig Lib ;",0
284.735925,32.689557,190.1141,3.25,star B9III,"HIP 93194 ;HD  176437 ;HR  7178 ;BF  14Gam Lyr ;",0
56.809425,-74.238962,65.6168,3.26,star M2III,"HIP 17678 ;HD  24512 ;HR  1208 ;BF  Gam Hyi ;",0
9.83193,30.861024,32.352,3.27,star K3III...,"HIP 3092 ;HD  3627 ;HR  165 ;BF  31Del And ;",0
260.502405,-24.999545,133.6898,3.27,star B2IV,"HIP 84970 ;HD  157056 ;HR  6453 ;BF  42The Oph ;",0
343.662555,-15.82082,49.2368,3.27,star A3V,"HIP 113136 ;HD  216627 ;HR  8709 ;BF  76Del Aqr ;",0
78.23292,-16.205468,57.0125,3.29,star B9IV: HgMn,"HIP 24305 ;HD  33904 ;HR  1702 ;BF  5Mu  Lep ;",0
153.434415,-70.037903,104.8218,3.29,star B8III,"HIP 50099 ;HD  89080 ;HR  4037 ;BF  Ome Car ;",0
231.23241,58.966065,31.027,3.29,star K2III,"HIP 75458 ;HD  137759 ;HR  5744 ;BF  12Iot Dra ;",0
68.49897,-55.044975,51.7063,3.3,star A0V:,"HIP 21281 ;HD  29305 ;HR  1465 ;BF  Alp Dor ;",0
158.006145,-61.685332,148.1481,3.3,star B4Vne,"HIP 51576 ;HD  91465 ;HR  4140 ;",0
93.719415,22.506799,117.9245,3.31,star M3III,"HIP 29655 ;HD  42995 ;HR  2216 ;BF  7Eta Gem ;",0
261.348585,-56.377727,341.2969,3.31,star B1Ib,"HIP 85267 ;HD  157246 ;HR  6462 ;BF  Gam Ara ;",0
16.521105,-46.718414,100000,3.32,star G8IIIvar,"HIP 5165 ;HD  6595 ;HR  322 ;BF  Bet Phe ;",0
46.29405,38.840274,94.3396,3.32,star M3IIIvar,"HIP 14354 ;HD  19058 ;HR  921 ;BF  25Rho Per ;",0
183.85629,57.032617,24.6853,3.32,star A3Vvar,"Megrez ;HIP 59774 ;HD  106591 ;HR  4660 ;GL  Gl 459 ;BF  69Del UMa ;",0
258.03828,-43.239189,22.5276,3.32,star F3p,"HIP 84143 ;HD  155203 ;HR  6380 ;GL  Gl 657 ;BF  Eta Sco ;",0
269.756625,-9.773632,46.2107,3.32,star K0III,"HIP 88048 ;HD  163917 ;HR  6698 ;BF  64Nu  Oph ;",0
286.73505,-27.670423,37.2856,3.32,star K1/K2III,"HIP 93864 ;HD  177716 ;HR  7234 ;GL  Wo 9643 ;BF  40Tau Sgr ;",0
63.60606,-62.473858,49.554,3.33,star G7III,"HIP 19780 ;HD  27256 ;HR  1336 ;BF  Alp Ret ;",0
168.560025,15.42957,50.6073,3.33,star A2V,"HIP 54879 ;HD  97633 ;HR  4359 ;BF  70The Leo ;",0
117.323565,-24.859786,367.6471,3.34,star G6Ia,"HIP 38170 ;HD  63700 ;HR  3045 ;BF  7Xi  Pup ;",0
28.59876,63.670101,126.2626,3.35,star B2pvar,"HIP 8886 ;HD  11415 ;HR  542 ;BF  45Eps Cas ;",0
81.119235,-2.397146,299.4012,3.35,star B1V + B2,"HIP 25281 ;HD  35411 ;HR  1788 ;BF  28Eta Ori ;",0
101.32236,12.895591,17.9986,3.35,star F5IV,"HIP 32362 ;HD  48737 ;HR  2484 ;GL  Gl 242 ;BF  31Xi  Gem ;",0
127.566465,60.718169,54.9149,3.35,star G4II-III,"HIP 41704 ;HD  71369 ;HR  3323 ;BF  1Omi UMa ;",0
291.37458,3.114775,15.5255,3.36,star F0IV,"HIP 95501 ;HD  182640 ;HR  7377 ;GL  Gl 760 ;BF  30Del Aql ;",0
230.670315,-44.689622,156.9859,3.37,star B2IV-V,"HIP 75264 ;HD  136504 ;HR  5708 ;BF  Eps Lup ;",0
131.693805,6.418809,39.6354,3.38,star G0III-IV,"HIP 43109 ;HD  74874 ;HR  3482 ;BF  11Eps Hya ;",0
203.6733,-0.59582,22.7118,3.38,star A3V,"HIP 66249 ;HD  118098 ;HR  5107 ;GL  NN 3792 ;BF  79Zet Vir ;",0
83.784495,9.934158,336.7003,3.39,star O...,"HIP 26207 ;HD  36861 ;HR  1879 ;BF  39Lam Ori ;",0
154.2708,-61.332304,201.6129,3.39,star K3II,"HIP 50371 ;HD  89388 ;HR  4050 ;",0
193.900875,3.39747,60.8273,3.39,star M3III,"HIP 63090 ;HD  112300 ;HR  4910 ;BF  43Del Vir ;",0
332.71362,58.201261,256.4103,3.39,star K1Ibv SB,"HIP 109492 ;HD  210745 ;HR  8465 ;BF  21Zet Cep ;",0
67.165575,15.870883,46.1042,3.4,star A7III,"HIP 20894 ;HD  28319 ;HR  1412 ;BF  78The2Tau ;",0
257.591745,-15.726921,25.7931,3.4,star A3 V,"GL  Gl 656.1B ;",0
22.091385,-43.318234,71.6332,3.41,star K5II-III,"HIP 6867 ;HD  9053 ;HR  429 ;BF  Gam Phe ;",0
60.17007,12.490347,148.368,3.41,star B3V + A,"HIP 18724 ;HD  25204 ;HR  1239 ;BF  35Lam Tau ;",0
207.37617,-41.687709,133.8688,3.41,star B2IV,"HIP 67464 ;HD  120307 ;HR  5190 ;BF  Nu  Cen ;",0
228.0714,-52.099247,35.9712,3.41,star G8III,"HIP 74395 ;HD  134505 ;HR  5649 ;GL  Wo 9512A ;BF  Zet Lup ;",0
311.322165,61.838782,14.2653,3.41,star K0IV,"HIP 102422 ;HD  198149 ;HR  7957 ;GL  Gl 807 ;BF  3Eta Cep ;",0
340.365495,10.831364,62.6566,3.41,star B8.5V,"HIP 112029 ;HD  214923 ;HR  8634 ;BF  42Zet Peg ;",0
28.27044,29.578829,19.4175,3.42,star F6IV,"HIP 8796 ;HD  11443 ;HR  544 ;GL  Gl 78.1 ;BF  2Alp Tri ;",0
240.03054,-38.396706,135.5014,3.42,star B2.5IV,"HIP 78384 ;HD  143118 ;HR  5948 ;BF  Eta Lup ;",0
266.614785,27.720676,8.3105,3.42,star G5IV,"HIP 86974 ;HD  161797 ;HR  6623 ;GL  Gl 695A ;BF  86Mu  Her ;",0
311.23971,-66.203212,41.425,3.42,star A5IV,"HIP 102395 ;HD  197051 ;HR  7913 ;BF  Bet Pav ;",0
137.74206,-58.966896,136.9863,3.43,star B2IV,"HIP 45080 ;HD  79351 ;HR  3659 ;",0
154.172565,23.417311,84.0336,3.43,star F0III,"HIP 50335 ;HD  89025 ;HR  4031 ;BF  36Zet Leo ;",0
286.56225,-4.882554,37.9219,3.43,star B9Vn,"HIP 93805 ;HD  177756 ;HR  7236 ;BF  16Lam Aql ;",0
154.27428,42.914365,42.1585,3.45,star A2IV,"HIP 50372 ;HD  89021 ;HR  4033 ;BF  33Lam UMa ;",0
12.2739,57.815187,5.9531,3.46,star G0V SB,"HIP 3821 ;HD  4614 ;HR  219 ;GL  Gl 34A ;BF  24Eta Cas ;",0
17.14746,-10.182264,37.9939,3.46,star K2III,"HIP 5364 ;HD  6805 ;HR  334 ;GL  NN 3075 ;BF  31Eta Cet ;",0
119.194695,-52.98236,139.47,3.46,star B3IVp,"HIP 38827 ;HD  65575 ;HR  3117 ;BF  Chi Car ;",0
228.87564,33.314833,37.3413,3.46,star G8III,"HIP 74666 ;HD  135722 ;HR  5681 ;BF  49Del Boo ;",0
40.82517,3.235818,24.4081,3.47,star A3V,"HIP 12706 ;HD  16970 ;HR  804 ;GL  Gl 106.1A ;BF  86Gam Cet ;",0
207.404145,-42.473732,155.0388,3.47,star B2IV-Ve,"HIP 67472 ;HD  120324 ;HR  5193 ;BF  Mu  Cen ;",0
151.833135,16.762664,389.1051,3.48,star A0Ib,"HIP 49583 ;HD  87737 ;HR  3975 ;BF  30Eta Leo ;",0
250.723995,38.922254,33.3111,3.48,star G8III-IV,"HIP 81833 ;HD  150997 ;HR  6220 ;BF  44Eta Her ;",0
26.017185,-15.93748,3.6502,3.49,star G8V,"HIP 8102 ;HD  10700 ;HR  509 ;GL  Gl 71 ;BF  52Tau Cet ;",0
105.42978,-27.93483,343.6426,3.49,star K4III,"HIP 33856 ;HD  52877 ;HR  2646 ;BF  22Sig CMa ;",0
169.619745,33.094306,122.399,3.49,star K3III SB,"HIP 55219 ;HD  98262 ;HR  4377 ;BF  54Nu  UMa ;",0
225.48654,40.390566,69.0608,3.49,star G8III,"HIP 73555 ;HD  133208 ;HR  5602 ;BF  42Bet Boo ;",0
276.743415,-45.968459,85.1789,3.49,star B3IV,"HIP 90422 ;HD  169467 ;HR  6897 ;BF  Alp Tel ;",0
342.138585,-51.316864,39.5257,3.49,star A3V,"HIP 112623 ;HD  215789 ;HR  8675 ;GL  Wo 9796 ;BF  Eps Gru ;",0
102.460245,-32.508478,202.0202,3.5,star B1.5IVne,"HIP 32759 ;HD  50013 ;HR  2538 ;BF  13Kap CMa ;",0
110.030745,21.98232,18.5391,3.5,star F0IV...,"HIP 35550 ;HD  56986 ;HR  2777 ;GL  Gl 271A ;BF  55Del Gem ;",0
342.4203,66.200408,35.3482,3.5,star K0III,"HIP 112724 ;HD  216228 ;HR  8694 ;BF  32Iot Cep ;",0
299.689275,19.492148,79.2393,3.51,star K5III,"HIP 98337 ;HD  189319 ;HR  7635 ;BF  12Gam Sge ;",0
342.500775,24.601579,32.5309,3.51,star M2III,"HIP 112748 ;HD  216131 ;HR  8684 ;GL  NN 4298 ;BF  48Mu  Peg ;",0
55.81209,-9.763395,9.0408,3.52,star K0IV,"HIP 17378 ;HD  23249 ;HR  1136 ;GL  Gl 150 ;BF  23Del Eri ;",0
145.287645,9.892308,39.9521,3.52,star A5V+...,"HIP 47508 ;HD  83808 ;HR  3852 ;BF  14Omi Leo ;",0
149.21562,-54.56779,487.8049,3.52,star B5Ib,"HIP 48774 ;HD  86440 ;HR  3940 ;BF  Phi Vel ;",0
282.519975,33.362667,294.9853,3.52,star A8:V comp SB,"Sheliak ;HIP 92420 ;HD  174638 ;HR  7106 ;BF  10Bet Lyr ;",0
284.432505,-21.106654,111.9821,3.52,star G8/K0II/III,"HIP 93085 ;HD  175775 ;HR  7150 ;BF  37Xi 2Sgr ;",0
332.54994,6.197865,28.2965,3.52,star A2V,"HIP 109427 ;HD  210418 ;HR  8450 ;GL  Wo 9771 ;BF  26The Peg ;",0
190.412565,-1.449235,11.8301,3.52,star F0 V,"HD  110380 ;HR  4826 ;GL  Gl 482B ;BF  29Gam Vir ;",0
67.154145,19.180431,44.964,3.53,star K0III,"HIP 20889 ;HD  28305 ;HR  1409 ;BF  74Eps Tau ;",0
124.12884,9.185545,93.0233,3.53,star K4III,"HIP 40526 ;HD  69267 ;HR  3249 ;BF  17Bet Cnc ;",0
173.25057,-31.857625,39.7456,3.54,star G8III,"HIP 56343 ;HD  100407 ;HR  4450 ;BF  Xi  Hya ;",0
237.40503,-3.430208,52.0021,3.54,star A0V,"HIP 77516 ;HD  141513 ;HR  5881 ;BF  32Mu  Ser ;",0
264.396675,-15.398557,32.2789,3.54,star F0IIIp,"HIP 86263 ;HD  159876 ;HR  6561 ;BF  55Xi  Ser ;",0
64.473555,-33.798348,54.5554,3.55,star B9V,"HIP 20042 ;HD  27376 ;HR  1347 ;BF  41Ups4Eri ;",0
86.738925,-14.82195,21.6076,3.55,star A2Vann,"HIP 27288 ;HD  38678 ;HR  1998 ;GL  Gl 217.1 ;BF  14Zet Lep ;",0
214.85094,-46.058093,103.6269,3.55,star B2.5IV,"HIP 69996 ;HD  125238 ;HR  5354 ;BF  Iot Lup ;",0
275.26104,72.732843,8.0574,3.55,star F7Vvar,"HIP 89937 ;HD  170153 ;HR  6927 ;GL  Gl 713A ;BF  44Chi Dra ;",0
302.177355,-66.182068,6.1084,3.55,star G5IV-Vvar,"HIP 99240 ;HD  190248 ;HR  7665 ;GL  Gl 780 ;BF  Del Pav ;",0
4.856985,-8.823921,84.1751,3.56,star K2III,"HIP 1562 ;HD  1522 ;HR  74 ;BF  8Iot Cet ;",0
34.12731,-51.512165,47.1254,3.56,star B8IV-V,"HIP 10602 ;HD  14228 ;HR  674 ;BF  Phi Eri ;",0
169.835205,-14.778541,56.9476,3.56,star K0III,"HIP 55282 ;HD  98430 ;HR  4382 ;BF  12Del Crt ;",0
253.083945,-38.017536,145.3488,3.56,star B2IV,"HIP 82545 ;HD  151985 ;HR  6252 ;BF  Mu 2Sco ;",0
116.111895,24.397993,43.3463,3.57,star G8III,"HIP 37740 ;HD  62345 ;HR  2985 ;BF  77Kap Gem ;",0
135.906405,47.156525,109.8901,3.57,star A1Vn,"HIP 44471 ;HD  77327 ;HR  3594 ;BF  12Kap UMa ;",0
217.9575,30.371437,49.0918,3.57,star K3III,"HIP 71053 ;HD  127665 ;HR  5429 ;BF  25Rho Boo ;",0
230.4516,-36.261376,84.317,3.57,star K5III,"HIP 75177 ;HD  136422 ;HR  5705 ;BF  Phi1Lup ;",0
109.52325,16.540383,30.931,3.58,star A3V...,"HIP 35350 ;HD  56537 ;HR  2763 ;GL  Wo 9231A ;BF  54Lam Gem ;",0
304.51356,-12.544852,32.4465,3.58,star G6/G8III,"HIP 100064 ;HD  192947 ;HR  7754 ;BF  6Alp2Cap ;",0
24.498075,48.628213,54.3183,3.59,star K3III,"HIP 7607 ;HD  9927 ;HR  464 ;BF  51    And ;",0
79.40163,-6.844409,151.5152,3.59,star B5III,"HIP 24674 ;HD  34503 ;HR  1735 ;BF  20Tau Ori ;",0
86.115855,-22.448382,8.927,3.59,star F7V,"HIP 27072 ;HD  38393 ;HR  1983 ;GL  Gl 216A ;BF  13Gam Lep ;",0
177.67383,1.764718,10.929,3.59,star F8V,"HIP 57757 ;HD  102870 ;HR  4540 ;GL  Gl 449 ;BF  5Bet Vir ;",0
185.340465,-60.401147,70.4722,3.59,star K3/K4III,"HIP 60260 ;HD  107446 ;HR  4700 ;BF  Eps Cru ;",0
21.00585,-8.183257,34.8918,3.6,star K0III,"HIP 6537 ;HD  8512 ;HR  402 ;BF  45The Cet ;",0
103.19724,33.961254,57.971,3.6,star A3III,"HIP 33018 ;HD  50019 ;HR  2540 ;BF  34The Gem ;",0
130.07331,-52.921887,151.2859,3.6,star B3IV,"HIP 42536 ;HD  74195 ;HR  3447 ;",0
142.67511,-40.466769,18.8147,3.6,star F2IV,"HIP 46651 ;HD  82434 ;HR  3786 ;GL  Gl 351A ;BF  Psi Vel ;",0
234.25605,-28.135079,68.5871,3.6,star K3III,"HIP 76470 ;HD  139063 ;HR  5794 ;BF  39Ups Lib ;",0
262.77477,-60.683848,60.6796,3.6,star B8V,"HIP 85727 ;HD  158094 ;HR  6500 ;BF  Del Ara ;",0
42.495945,27.260507,50.7872,3.61,star B8Vn,"HIP 13209 ;HD  17573 ;HR  838 ;BF  41    Ari ;",0
51.20331,9.02887,89.2061,3.61,star G8III,"HIP 15900 ;HD  21120 ;HR  1030 ;BF  1Omi Tau ;",0
152.647005,-12.354083,34.5066,3.61,star K0III,"HIP 49841 ;HD  88284 ;HR  3994 ;BF  41Lam Hya ;",0
195.566385,-71.548855,27.8707,3.61,star K2III,"HIP 63613 ;HD  112985 ;HR  4923 ;BF  Del Mus ;",0
266.433315,-64.723871,107.9914,3.61,star K1III,"HIP 86929 ;HD  160635 ;HR  6582 ;BF  Eta Pav ;",0
22.870875,15.345823,107.1811,3.62,star G8III,"HIP 7097 ;HD  9270 ;HR  437 ;BF  99Eta Psc ;",0
57.290595,24.053415,117.2333,3.62,star B8III,"HIP 17847 ;HD  23850 ;HR  1178 ;BF  27    Tau ;",0
116.313735,-37.968584,347.2222,3.62,star K4III,"HIP 37819 ;HD  63032 ;HR  3017 ;",0
253.645965,-42.361313,40.568,3.62,star K4III,"HIP 82729 ;HD  152334 ;HR  6271 ;BF  Zet2Sco ;",0
345.480255,42.325979,210.5263,3.62,star B6pv SB,"HIP 113726 ;HD  217675 ;HR  8762 ;BF  1Omi And ;",0
176.402115,-66.728763,38.9864,3.63,star A7III,"HIP 57363 ;HD  102249 ;HR  4520 ;BF  Lam Mus ;",0
309.38724,14.595087,30.931,3.64,star F5IV,"HIP 101769 ;HD  196524 ;HR  7882 ;BF  6Bet Del ;",0
64.948335,15.627642,49.5295,3.65,star G8III,"HIP 20205 ;HD  27371 ;HR  1346 ;BF  54Gam Tau ;",0
142.881795,63.061861,23.8152,3.65,star F0IV,"HIP 46733 ;HD  81937 ;HR  3757 ;GL  NN 3559 ;BF  23    UMa ;",0
236.546895,15.421826,47.5511,3.65,star A3V,"HIP 77233 ;HD  141003 ;HR  5867 ;BF  28Bet Ser ;",0
271.6578,-50.091477,249.3766,3.65,star B2Ib,"HIP 88714 ;HD  165024 ;HR  6743 ;BF  The Ara ;",0
337.207965,-0.019972,28.169,3.65,star F3III-IV,"HIP 110960 ;HD  213051 ;HR  8558 ;BF  55Zet1Aqr ;",0
231.95727,29.105703,34.2818,3.66,star F0p,"HIP 75695 ;HD  137909 ;HR  5747 ;BF  3Bet CrB ;",0
234.66405,-29.777754,112.4859,3.66,star B2.5V,"HIP 76600 ;HD  139365 ;HR  5812 ;BF  40Tau Lib ;",0
211.097475,64.37585,92.9368,3.67,star A0III SB,"Thuban ;HIP 68756 ;HD  123299 ;HR  5291 ;BF  11Alp Dra ;",0
313.70247,-58.454155,187.6173,3.67,star K0III,"HIP 103227 ;HD  198700 ;HR  7986 ;BF  Bet Ind ;",0
72.80151,5.605104,322.5806,3.68,star B2III SB,"HIP 22549 ;HD  30836 ;HR  1552 ;BF  3Pi 4Ori ;",0
130.898085,-33.186385,269.5418,3.68,star B1.5III,"HIP 42828 ;HD  74575 ;HR  3468 ;BF  Alp Pyx ;",0
296.846925,18.534286,182.1494,3.68,star M2II + B6,"HIP 97365 ;HD  187076 ;HR  7536 ;BF  7Del Sge ;",0
347.361645,-21.17241,82.9876,3.68,star K1III,"HIP 114341 ;HD  218594 ;HR  8812 ;BF  88    Aqr ;",0
9.24282,53.896909,181.8182,3.69,star B2IV,"HIP 2920 ;HD  3360 ;HR  153 ;BF  17Zet Cas ;",0
28.98846,-51.608896,17.8508,3.69,star G5IV,"HIP 9007 ;HD  11937 ;HR  566 ;GL  Gl 81A ;BF  Chi Eri ;",0
75.619515,41.075837,240.9639,3.69,star K4II comp,"HIP 23453 ;HD  32068 ;HR  1612 ;BF  8Zet Aur ;",0
146.311755,-62.507903,478.4689,3.69,star G5Iab/Ib,"HIP 47854 ;HD  84810 ;HR  3884 ;",0
176.512725,47.779406,56.3063,3.69,star K0III,"HIP 57399 ;HD  102224 ;HR  4518 ;BF  63Chi UMa ;",0
325.022715,-16.662308,48.1464,3.69,star A7III:mp...,"HIP 106985 ;HD  206088 ;HR  8278 ;GL  NN 4209 ;BF  40Gam Cap ;",0
49.87917,-21.757864,93.3707,3.7,star M3/M4III,"HIP 15474 ;HD  20720 ;HR  1003 ;BF  16Tau4Eri ;",0
269.44116,29.24788,41.9463,3.7,star K0III,"HIP 87933 ;HD  163993 ;HR  6703 ;BF  92Xi  Her ;",0
349.29141,3.282289,42.3012,3.7,star G7III,"HIP 114971 ;HD  219615 ;HR  8852 ;BF  6Gam Psc ;",0
73.562895,2.440672,411.5226,3.71,star B2III SB,"HIP 22797 ;HD  31237 ;HR  1567 ;BF  8Pi 5Ori ;",0
89.10123,-14.1677,14.8787,3.71,star F1V,"HIP 28103 ;HD  40136 ;HR  2085 ;GL  Gl 225 ;BF  16Eta Lep ;",0
118.05432,-40.575786,108.1081,3.71,star G5III...,"HIP 38414 ;HD  64440 ;HR  3080 ;",0
237.704025,4.47773,21.5983,3.71,star A2m,"HIP 77622 ;HD  141795 ;HR  5892 ;GL  NN 3921 ;BF  37Eps Ser ;",0
271.83744,9.563847,26.6312,3.71,star A4IVs,"HIP 88771 ;HD  165777 ;HR  6771 ;GL  Wo 9615A ;BF  72    Oph ;",0
298.828305,6.406763,13.6986,3.71,star G8IVvar,"Alshain ;HIP 98036 ;HD  188512 ;HR  7602 ;GL  Gl 771A ;BF  60Bet Aql ;",0
53.23272,-9.458262,3.2161,3.72,star K2V,"HIP 16537 ;HD  22049 ;HR  1084 ;GL  Gl 144 ;BF  18Eps Eri ;",0
56.218905,24.113339,124.0695,3.72,star B6III,"HIP 17499 ;HD  23302 ;HR  1142 ;BF  17    Tau ;",0
89.881665,54.284656,38.6399,3.72,star K0III,"HIP 28358 ;HD  40035 ;HR  2077 ;BF  33Del Aur ;",0
316.23276,43.927852,258.3979,3.72,star K5Ibv SB,"HIP 104060 ;HD  200905 ;HR  8079 ;BF  62Xi  Cyg ;",0
51.7923,9.73268,64.1026,3.73,star B9Vn,"HIP 16083 ;HD  21364 ;HR  1038 ;BF  2Xi  Tau ;",0
221.56218,1.892885,41.2371,3.73,star A0V,"HIP 72220 ;HD  130109 ;HR  5511 ;BF  109    Vir ;",0
268.38201,56.872643,34.5066,3.73,star K2III,"HIP 87585 ;HD  163588 ;HR  6688 ;BF  32Xi  Dra ;",0
325.368795,-77.390046,21.1999,3.73,star K0III,"HIP 107089 ;HD  205478 ;HR  8254 ;GL  Gl 835.1 ;BF  Nu  Oct ;",0
343.15365,-7.579599,118.0638,3.73,star M2IIIvar,"HIP 112961 ;HD  216386 ;HR  8698 ;BF  73Lam Aqr ;",0
27.86514,-10.335038,72.0461,3.74,star K2III,"HIP 8645 ;HD  11353 ;HR  539 ;BF  55Zet Cet ;",0
245.48007,19.15313,59.0667,3.74,star A9III,"HIP 80170 ;HD  147547 ;HR  6095 ;BF  20Gam Her ;",0
318.697755,38.045317,20.3417,3.74,star F1IV,"HIP 104887 ;HD  202444 ;HR  8130 ;GL  Gl 822.1A ;BF  65Tau Cyg ;",0
136.03872,-47.097737,91.8274,3.75,star K2III,"HIP 44511 ;HD  78004 ;HR  3614 ;",0
